Категория;Товар;Название товара;product_name_ua;Цена;Старая цена;Вариант;Ид группы;Код цвета;Артикул;Изображения;Цвет;Сырье;Производитель;Колір;Сировина;Виробник
Мужское/Аксессуары/сумки;Барсетка мужская 3585-1 черная;Барсетка мужская 3585-1;Барсетка чоловiча 3585-1;1954.15;2299;S;5;000000;5-1;536379_1.jpg,536379_2.jpg;черный;кожа;Турция;чорний;шкiра;Туреччина
Мужское/Аксессуары/сумки;Барсетка мужская 924-1 рыжая;Барсетка мужская 924-1;Барсетка чоловiча 924-1;1784.15;2099;M;7;7b4129;7-1;536430_1.jpg,536430_2.jpg;рыжий;кожа;Турция;рудий;шкiра;Туреччина
Мужское/Аксессуары/сумки;Барсетка мужская Z-117 коричневая;Барсетка мужская Z-117;Барсетка чоловiча Z-117;1699.15;1999;M;1;5D1B00;1-1;536251_1.jpg,536251_2.jpg;коричневый;кожа;Турция;коричневий;шкiра;Туреччина
Другое/браслеты;Браслет SKAZKA черный;Браслет SKAZKA;Браслет SKAZKA;254.15;299;;38661;000000;38661-1;414687_1.jpg;черный;каучук/металл;Турция;чорний;каучук/метал;Туреччина
Другое/браслеты;Браслет бант L красный;Браслет бант L;Браслет бант L;33.15;39;;38656;392C31;38656-1;412346_1.jpg;красный;;Турция;червоний;;Туреччина
Другое/браслеты;Браслет браслет/ожерелье голубой;Браслет браслет/ожерелье;Браслет браслет/намисто;126.65;149;;38664;52B6E7;38664-1;418184_1.jpg;голубой;кожа/камни;Турция;блакитний;шкiра/камни;Туреччина
Другое/браслеты;Браслет глаз/камни черный;Браслет глаз/камни;Браслет глаз/камни;126.65;149;;38649;000000;38649-1;404172_1.jpg;черный;;Турция;чорний;;Туреччина
Другое/браслеты;Браслет женский 2-сердечка голубой;Браслет женский 2-сердечка;Браслет жiночий 2-сердечка;33.15;39;;38593;104973;38593-2;416822_1.jpg;голубой;кожа/металл;Турция;блакитний;шкiра/метал;Туреччина
Другое/браслеты;Браслет женский 2-сердечка черный;Браслет женский 2-сердечка;Браслет жiночий 2-сердечка;33.15;39;;38593;000000;38593-1;416853_1.jpg;черный;кожа/металл;Турция;чорний;шкiра/метал;Туреччина
Другое/браслеты;Браслет женский MAKRAME коричневый;Браслет женский MAKRAME;Браслет жiночий MAKRAME;169.15;199;;38602;080408;38602-2;416964_1.jpg;коричневый;кожа/металл;Турция;коричневий;шкiра/метал;Туреччина
Другое/браслеты;Браслет женский MANGET черный коричневый белый;Браслет женский MANGET;Браслет жiночий MANGET;126.65;149;;38598;182439;38598-1;415971_1.jpg;черный коричневый белый;кожа/шнурок;Турция;чорний коричневий бiлий;шкiра/шнурок;Туреччина
Другое/браслеты;Браслет женский PANDORA EVRO синий;Браслет женский PANDORA EVRO;Браслет жiночий PANDORA EVRO;211.65;249;;38600;394194;38600-2;416061_1.jpg;синий;кожа/камни/магнит;Турция;синiй;шкiра/камни/магнит;Туреччина
Другое/браслеты;Браслет женский PANDORA EVRO черный;Браслет женский PANDORA EVRO;Браслет жiночий PANDORA EVRO;211.65;249;;38600;000000;38600-1;416052_1.jpg;черный;кожа/камни/магнит;Турция;чорний;шкiра/камни/магнит;Туреччина
Другое/браслеты;Браслет женский PANK LIVE красный;Браслет женский PANK LIVE;Браслет жiночий PANK LIVE;109.65;129;;38594;EF2021;38594-2;415858_1.jpg;красный;кожа/металл;Турция;червоний;шкiра/метал;Туреччина
Другое/браслеты;Браслет женский PANK LIVE сиреневый;Браслет женский PANK LIVE;Браслет жiночий PANK LIVE;109.65;129;;38594;312463;38594-3;415833_1.jpg;сиреневый;кожа/металл;Турция;бузковий;шкiра/метал;Туреччина
Другое/браслеты;Браслет женский кожа розовый;Браслет женский кожа;Браслет жiночий шкiра;24.65;29;;38592;FF8A94;38592-2;410393_1.jpg;розовый;кожа;Турция;рожевий;шкiра;Туреччина
Другое/браслеты;Браслет крестик красный;Браслет крестик;Браслет хрестик;126.65;149;;38655;A52821;38655-2;420039_1.jpg;красный;кожа/металл;Турция;червоний;шкiра/метал;Туреччина
Другое/браслеты;Браслет сердце резное красный;Браслет сердце резное;Браслет серце різьблене;169.15;199;;38668;B53439;38668-1;422185_1.jpg;красный;кожа/металл;Турция;червоний;шкiра/метал;Туреччина
Другое/браслеты;Браслет сердце резное синий;Браслет сердце резное;Браслет серце різьблене;169.15;199;;38668;081429;38668-2;422168_1.jpg;синий;кожа/металл;Турция;синiй;шкiра/метал;Туреччина
Другое/браслеты;Браслет якорь синий;Браслет якорь;Браслет якір;126.65;149;;38663;21387B;38663-2;419990_1.jpg;синий;кожа/металл;Турция;синiй;шкiра/метал;Туреччина
Другое/браслеты;Браслет якорь черный;Браслет якорь;Браслет якір;126.65;149;;38663;000000;38663-1;420010_1.jpg;черный;кожа/металл;Турция;чорний;шкiра/метал;Туреччина
Акции/аксессуары;Брелок заяц оранжевый;Брелок заяц;Брелок заєць;174.5;349;;35436;f7795a;35436-4;469980_1.jpg;оранжевый;рекс;Турция;помаранчевий;рекс;Туреччина
Акции/аксессуары;Брелок заяц сиреневый;Брелок заяц;Брелок заєць;174.5;349;;35436;6b458c;35436-9;465409_1.jpg;сиреневый;рекс;Турция;бузковий;рекс;Туреччина
Другое/визитницы;Визитница визитница коричневая;Визитница визитница;Візитниця візитниця;109.65;129;;35607;391C21;35607-3;416389_1.jpg,416389_2.jpg;коричневый;кожа/принт;Турция;коричневий;шкiра/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 006 черная;Дубленка женская 006;Дублянка жiноча 006;6499.5;12999;2XL;4899;000000;4899-1;377290_1.jpg,377290_2.jpg,377290_3.jpg;черный;лазер/чернобурка;Турция;чорний;шкiра/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 006 черная;Дубленка женская 006;Дублянка жiноча 006;6499.5;12999;L;4899;000000;4899-1;377290_1.jpg,377290_2.jpg,377290_3.jpg;черный;лазер/чернобурка;Турция;чорний;шкiра/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 006 черная;Дубленка женская 006;Дублянка жiноча 006;6499.5;12999;M;4899;000000;4899-1;377290_1.jpg,377290_2.jpg,377290_3.jpg;черный;лазер/чернобурка;Турция;чорний;шкiра/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 006 черная;Дубленка женская 006;Дублянка жiноча 006;6499.5;12999;S;4899;000000;4899-1;377290_1.jpg,377290_2.jpg,377290_3.jpg;черный;лазер/чернобурка;Турция;чорний;шкiра/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 02/Kisa черная;Дубленка женская 02/Kisa;Дублянка жiноча 02/Kisa;6499.5;12999;L;4255;000000;4255-1;311081_1.jpg,311081_2.jpg,311081_3.jpg;черный;лазер/принт/таскана;Турция;чорний;шкiра/принт/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 02/Kisa черная;Дубленка женская 02/Kisa;Дублянка жiноча 02/Kisa;6499.5;12999;M;4255;000000;4255-1;311081_1.jpg,311081_2.jpg,311081_3.jpg;черный;лазер/принт/таскана;Турция;чорний;шкiра/принт/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 02/KISA/T черная;Дубленка женская 02/KISA/T;Дублянка жiноча 02/KISA/T;11899.15;13999;2XL;4291;000000;4291-1;297925_1.jpg,297925_2.jpg,297925_3.jpg;черный;лазер/тоскана;Турция;чорний;шкiра/тоскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 02/KISA/T черная;Дубленка женская 02/KISA/T;Дублянка жiноча 02/KISA/T;11899.15;13999;L;4291;000000;4291-1;297925_1.jpg,297925_2.jpg,297925_3.jpg;черный;лазер/тоскана;Турция;чорний;шкiра/тоскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 02/KISA/T черная;Дубленка женская 02/KISA/T;Дублянка жiноча 02/KISA/T;11899.15;13999;S;4291;000000;4291-1;297925_1.jpg,297925_2.jpg,297925_3.jpg;черный;лазер/тоскана;Турция;чорний;шкiра/тоскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 02/KISA/T черная;Дубленка женская 02/KISA/T;Дублянка жiноча 02/KISA/T;11899.15;13999;XL;4291;000000;4291-1;297925_1.jpg,297925_2.jpg,297925_3.jpg;черный;лазер/тоскана;Турция;чорний;шкiра/тоскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 044 черная;Дубленка женская 044;Дублянка жiноча 044;4999.5;9999;2XL;10381;000000;10381-1;450284_1.jpg,450284_2.jpg,450284_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 044 черная;Дубленка женская 044;Дублянка жiноча 044;4999.5;9999;S;10381;000000;10381-1;450284_1.jpg,450284_2.jpg,450284_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 06 черная;Дубленка женская 06;Дублянка жiноча 06;5799.5;11599;L;10242;000000;10242-1;403897_1.jpg,403897_2.jpg,403897_3.jpg;черный;лазер/принт/чернобурка;Турция;чорний;шкiра/принт/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 06 черная;Дубленка женская 06;Дублянка жiноча 06;5799.5;11599;M;10242;000000;10242-1;403897_1.jpg,403897_2.jpg,403897_3.jpg;черный;лазер/принт/чернобурка;Турция;чорний;шкiра/принт/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 06 черная;Дубленка женская 06;Дублянка жiноча 06;5799.5;11599;S;10242;000000;10242-1;403897_1.jpg,403897_2.jpg,403897_3.jpg;черный;лазер/принт/чернобурка;Турция;чорний;шкiра/принт/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 06 черная;Дубленка женская 06;Дублянка жiноча 06;5799.5;11599;XL;10242;000000;10242-1;403897_1.jpg,403897_2.jpg,403897_3.jpg;черный;лазер/принт/чернобурка;Турция;чорний;шкiра/принт/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 06 черная;Дубленка женская 06;Дублянка жiноча 06;5999.5;11999;2XL;10589;000000;10589-1;497852_1.jpg,497852_2.jpg,497852_3.jpg;черный;лазер/чернобурка;Турция;чорний;шкiра/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 06 черная;Дубленка женская 06;Дублянка жiноча 06;0;;3XL;10589;000000;10589-1;497852_1.jpg,497852_2.jpg,497852_3.jpg;черный;лазер/чернобурка;Турция;чорний;шкiра/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 06 черная;Дубленка женская 06;Дублянка жiноча 06;5999.5;11999;L;10589;000000;10589-1;497852_1.jpg,497852_2.jpg,497852_3.jpg;черный;лазер/чернобурка;Турция;чорний;шкiра/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 06 черная;Дубленка женская 06;Дублянка жiноча 06;0;;M;10589;000000;10589-1;497852_1.jpg,497852_2.jpg,497852_3.jpg;черный;лазер/чернобурка;Турция;чорний;шкiра/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 06 черная;Дубленка женская 06;Дублянка жiноча 06;0;;S;10589;000000;10589-1;497852_1.jpg,497852_2.jpg,497852_3.jpg;черный;лазер/чернобурка;Турция;чорний;шкiра/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 06 черная;Дубленка женская 06;Дублянка жiноча 06;0;;XL;10589;000000;10589-1;497852_1.jpg,497852_2.jpg,497852_3.jpg;черный;лазер/чернобурка;Турция;чорний;шкiра/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 06 черная;Дубленка женская 06;Дублянка жiноча 06;5999.5;11999;XS;10589;000000;10589-1;497852_1.jpg,497852_2.jpg,497852_3.jpg;черный;лазер/чернобурка;Турция;чорний;шкiра/чорнобурка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 07 kahve;Дубленка женская 07;Дублянка жiноча 07;5299.5;10599;2XL;10576;393431;10576-2;508310_1.jpg,508310_2.jpg,508310_3.jpg;KAHVE;силка;Турция;кавовий;силка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 07 kahve;Дубленка женская 07;Дублянка жiноча 07;5299.5;10599;L;10576;393431;10576-2;508310_1.jpg,508310_2.jpg,508310_3.jpg;KAHVE;силка;Турция;кавовий;силка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 07 kahve;Дубленка женская 07;Дублянка жiноча 07;5299.5;10599;M;10576;393431;10576-2;508310_1.jpg,508310_2.jpg,508310_3.jpg;KAHVE;силка;Турция;кавовий;силка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 07 kahve;Дубленка женская 07;Дублянка жiноча 07;5299.5;10599;S;10576;393431;10576-2;508310_1.jpg,508310_2.jpg,508310_3.jpg;KAHVE;силка;Турция;кавовий;силка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 07 kahve;Дубленка женская 07;Дублянка жiноча 07;5299.5;10599;XS;10576;393431;10576-2;508310_1.jpg,508310_2.jpg,508310_3.jpg;KAHVE;силка;Турция;кавовий;силка;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 07 черная;Дубленка женская 07;Дублянка жiноча 07;5299.5;10599;2XL;10583;000000;10583-1;497829_1.jpg,497829_2.jpg,497829_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 07 черная;Дубленка женская 07;Дублянка жiноча 07;5299.5;10599;L;10583;000000;10583-1;497829_1.jpg,497829_2.jpg,497829_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 07 черная;Дубленка женская 07;Дублянка жiноча 07;5299.5;10599;M;10583;000000;10583-1;497829_1.jpg,497829_2.jpg,497829_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 07 черная;Дубленка женская 07;Дублянка жiноча 07;5299.5;10599;S;10583;000000;10583-1;497829_1.jpg,497829_2.jpg,497829_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 07 черная;Дубленка женская 07;Дублянка жiноча 07;5299.5;10599;XL;10583;000000;10583-1;497829_1.jpg,497829_2.jpg,497829_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 07 черная;Дубленка женская 07;Дублянка жiноча 07;5299.5;10599;XS;10583;000000;10583-1;497829_1.jpg,497829_2.jpg,497829_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075 черная;Дубленка женская 075;Дублянка жiноча 075;6499.5;12999;2XL;10587;000000;10587-1;510378_1.jpg,510378_2.jpg,510378_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075 черная;Дубленка женская 075;Дублянка жiноча 075;6499.5;12999;L;10587;000000;10587-1;510378_1.jpg,510378_2.jpg,510378_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075 черная;Дубленка женская 075;Дублянка жiноча 075;6499.5;12999;M;10587;000000;10587-1;510378_1.jpg,510378_2.jpg,510378_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075 черная;Дубленка женская 075;Дублянка жiноча 075;6499.5;12999;S;10587;000000;10587-1;510378_1.jpg,510378_2.jpg,510378_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075 черная;Дубленка женская 075;Дублянка жiноча 075;6499.5;12999;XL;10587;000000;10587-1;510378_1.jpg,510378_2.jpg,510378_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075 черная;Дубленка женская 075;Дублянка жiноча 075;6499.5;12999;XS;10587;000000;10587-1;510378_1.jpg,510378_2.jpg,510378_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075/kisa черная;Дубленка женская 075/kisa;Дублянка жiноча 075/kisa;5799.5;11599;M;10614;000000;10614-1;508369_1.jpg,508369_2.jpg,508369_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075/kisa черная;Дубленка женская 075/kisa;Дублянка жiноча 075/kisa;5799.5;11599;S;10614;000000;10614-1;508369_1.jpg,508369_2.jpg,508369_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075/kisa черная;Дубленка женская 075/kisa;Дублянка жiноча 075/kisa;5775;11550;XL;10614;000000;10614-1;508369_1.jpg,508369_2.jpg,508369_3.jpg;черный;лазер/таскана;Турция;чорний;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075/kisa черная;Дубленка женская 075/kisa;Дублянка жiноча 075/kisa;5799.5;11599;2XL;6875;000000;6875-1;377316_1.jpg,377316_2.jpg,377316_3.jpg;черный;лазер/тоскана;Турция;чорний;шкiра/тоскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075/kisa черная;Дубленка женская 075/kisa;Дублянка жiноча 075/kisa;5799.5;11599;L;6875;000000;6875-1;377316_1.jpg,377316_2.jpg,377316_3.jpg;черный;лазер/тоскана;Турция;чорний;шкiра/тоскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075/kisa черная;Дубленка женская 075/kisa;Дублянка жiноча 075/kisa;5799.5;11599;M;6875;000000;6875-1;377316_1.jpg,377316_2.jpg,377316_3.jpg;черный;лазер/тоскана;Турция;чорний;шкiра/тоскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 075/kisa черная;Дубленка женская 075/kisa;Дублянка жiноча 075/kisa;5799.5;11599;S;6875;000000;6875-1;377316_1.jpg,377316_2.jpg,377316_3.jpg;черный;лазер/тоскана;Турция;чорний;шкiра/тоскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 080 серая;Дубленка женская 080;Дублянка жiноча 080;7499.5;14999;L;11104;737584;11104-3;515839_1.jpg,515839_2.jpg,515839_3.jpg;серый;силка/таскана;Турция;сiрий;силка/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 080 серая;Дубленка женская 080;Дублянка жiноча 080;0;;M;11104;737584;11104-3;515839_1.jpg,515839_2.jpg,515839_3.jpg;серый;силка/таскана;Турция;сiрий;силка/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 080 серая;Дубленка женская 080;Дублянка жiноча 080;0;;S;11104;737584;11104-3;515839_1.jpg,515839_2.jpg,515839_3.jpg;серый;силка/таскана;Турция;сiрий;силка/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 080 серая;Дубленка женская 080;Дублянка жiноча 080;0;;XL;11104;737584;11104-3;515839_1.jpg,515839_2.jpg,515839_3.jpg;серый;силка/таскана;Турция;сiрий;силка/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 080 kahve;Дубленка женская 080;Дублянка жiноча 080;6499.5;12999;3XL;11106;393431;11106-2;516452_1.jpg,516452_2.jpg,516452_3.jpg;KAHVE;лазер/таскана;Турция;кавовий;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 080 kahve;Дубленка женская 080;Дублянка жiноча 080;6499.5;12999;4XL;11106;393431;11106-2;516452_1.jpg,516452_2.jpg,516452_3.jpg;KAHVE;лазер/таскана;Турция;кавовий;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 080 kahve;Дубленка женская 080;Дублянка жiноча 080;6499.5;12999;L;11106;393431;11106-2;516452_1.jpg,516452_2.jpg,516452_3.jpg;KAHVE;лазер/таскана;Турция;кавовий;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 080 kahve;Дубленка женская 080;Дублянка жiноча 080;6499.5;12999;M;11106;393431;11106-2;516452_1.jpg,516452_2.jpg,516452_3.jpg;KAHVE;лазер/таскана;Турция;кавовий;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 080 kahve;Дубленка женская 080;Дублянка жiноча 080;6499.5;12999;S;11106;393431;11106-2;516452_1.jpg,516452_2.jpg,516452_3.jpg;KAHVE;лазер/таскана;Турция;кавовий;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 080 kahve;Дубленка женская 080;Дублянка жiноча 080;6499.5;12999;XL;11106;393431;11106-2;516452_1.jpg,516452_2.jpg,516452_3.jpg;KAHVE;лазер/таскана;Турция;кавовий;шкiра/таскана;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1000 черная;Дубленка женская 1000;Дублянка жiноча 1000;13999;;2XL;10637;000000;10637-1;505344_1.jpg,505344_2.jpg,505344_3.jpg;черный;силка/принт;Турция;чорний;силка/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1000 черная;Дубленка женская 1000;Дублянка жiноча 1000;13999;;3XL;10637;000000;10637-1;505344_1.jpg,505344_2.jpg,505344_3.jpg;черный;силка/принт;Турция;чорний;силка/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1000 черная;Дубленка женская 1000;Дублянка жiноча 1000;13999;;L;10637;000000;10637-1;505344_1.jpg,505344_2.jpg,505344_3.jpg;черный;силка/принт;Турция;чорний;силка/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1000 черная;Дубленка женская 1000;Дублянка жiноча 1000;13999;;M;10637;000000;10637-1;505344_1.jpg,505344_2.jpg,505344_3.jpg;черный;силка/принт;Турция;чорний;силка/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1000 черная;Дубленка женская 1000;Дублянка жiноча 1000;13999;;XL;10637;000000;10637-1;505344_1.jpg,505344_2.jpg,505344_3.jpg;черный;силка/принт;Турция;чорний;силка/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 102 черная;Дубленка женская 102;Дублянка жiноча 102;6999.5;13999;M;3881;000000;3881-1;310049_1.jpg,310049_2.jpg,310049_3.jpg;черный;астраган/песец;Турция;чорний;астраган/песець;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 102 черная;Дубленка женская 102;Дублянка жiноча 102;6999.5;13999;XL;3881;000000;3881-1;310049_1.jpg,310049_2.jpg,310049_3.jpg;черный;астраган/песец;Турция;чорний;астраган/песець;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 102/батал черная;Дубленка женская 102/батал;Дублянка жiноча 102/батал;6999.5;13999;3XL;4254;000000;4254-1;309988_1.jpg,309988_2.jpg,309988_3.jpg;черный;астраган/песец;Турция;чорний;астраган/песець;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 102/батал черная;Дубленка женская 102/батал;Дублянка жiноча 102/батал;6999.5;13999;L;4254;000000;4254-1;309988_1.jpg,309988_2.jpg,309988_3.jpg;черный;астраган/песец;Турция;чорний;астраган/песець;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 102/батал черная;Дубленка женская 102/батал;Дублянка жiноча 102/батал;6999.5;13999;M;4254;000000;4254-1;309988_1.jpg,309988_2.jpg,309988_3.jpg;черный;астраган/песец;Турция;чорний;астраган/песець;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 102/батал черная;Дубленка женская 102/батал;Дублянка жiноча 102/батал;6999.5;13999;S;4254;000000;4254-1;309988_1.jpg,309988_2.jpg,309988_3.jpg;черный;астраган/песец;Турция;чорний;астраган/песець;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 102/батал черная;Дубленка женская 102/батал;Дублянка жiноча 102/батал;6999.5;13999;XL;4254;000000;4254-1;309988_1.jpg,309988_2.jpg,309988_3.jpg;черный;астраган/песец;Турция;чорний;астраган/песець;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 102/батал черная;Дубленка женская 102/батал;Дублянка жiноча 102/батал;6999.5;13999;XS;4254;000000;4254-1;309988_1.jpg,309988_2.jpg,309988_3.jpg;черный;астраган/песец;Турция;чорний;астраган/песець;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 синая;Дубленка женская 1038;Дублянка жiноча 1038;8499.15;9999;L;4712;42454a;4712-1;443040_1.jpg,443040_2.jpg,443040_3.jpg;синий;лазер;Турция;синiй;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 синая;Дубленка женская 1038;Дублянка жiноча 1038;9999;;M;4712;42454a;4712-1;443040_1.jpg,443040_2.jpg,443040_3.jpg;синий;лазер;Турция;синiй;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 синая;Дубленка женская 1038;Дублянка жiноча 1038;8499.15;9999;S;4712;42454a;4712-1;443040_1.jpg,443040_2.jpg,443040_3.jpg;синий;лазер;Турция;синiй;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 синая;Дубленка женская 1038;Дублянка жiноча 1038;8499.15;9999;XL;4712;42454a;4712-1;443040_1.jpg,443040_2.jpg,443040_3.jpg;синий;лазер;Турция;синiй;шкiра;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;2XL;4714;000000;4714-1;476757_1.jpg,476757_2.jpg,476757_3.jpg;черный;лазер/принт;Турция;чорний;шкiра/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;3XL;4714;000000;4714-1;476757_1.jpg,476757_2.jpg,476757_3.jpg;черный;лазер/принт;Турция;чорний;шкiра/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;L;4714;000000;4714-1;476757_1.jpg,476757_2.jpg,476757_3.jpg;черный;лазер/принт;Турция;чорний;шкiра/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;M;4714;000000;4714-1;476757_1.jpg,476757_2.jpg,476757_3.jpg;черный;лазер/принт;Турция;чорний;шкiра/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;S;4714;000000;4714-1;476757_1.jpg,476757_2.jpg,476757_3.jpg;черный;лазер/принт;Турция;чорний;шкiра/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 черная;Дубленка женская 1038;Дублянка жiноча 1038;9999;;XL;4714;000000;4714-1;476757_1.jpg,476757_2.jpg,476757_3.jpg;черный;лазер/принт;Турция;чорний;шкiра/принт;Туреччина
Женское/Верхняя одежда/дубленки;Дубленка женская 1038 kahve;Дубленка женская 1038;Дублянка жiноча 1038;9599;;2XL;4715;393431;4715-2;476797_1.jpg,476797_2.jpg,476797_3.jpg;KAHVE;jacabo;Турция;кавовий;jacabo;Туреччина
