Категория;Товар;Название товара;product_name_ua;Цена;Старая цена;Вариант;Ид группы;Код цвета;Артикул;Изображения;Цвет;Сырье;Производитель;Колір;Сировина;Виробник
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2258 рыжий;Жилет женский 2258;Жилет жiночий 2258;11999;16999;S;21592;b55d18;21592-2;398703_1.jpg,398703_2.jpg,398703_3.jpg;рыжий;лиса;Турция;рудий;лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2258 рыжий;Жилет женский 2258;Жилет жiночий 2258;11999;16999;XL;21592;b55d18;21592-2;398703_1.jpg,398703_2.jpg,398703_3.jpg;рыжий;лиса;Турция;рудий;лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2258 рыжий;Жилет женский 2258;Жилет жiночий 2258;11999;16999;XS;21592;b55d18;21592-2;398703_1.jpg,398703_2.jpg,398703_3.jpg;рыжий;лиса;Турция;рудий;лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2269 черный;Жилет женский 2269;Жилет жiночий 2269;11999;16999;L;21613;000000;21613-1;355671_1.jpg,355671_2.jpg,355671_3.jpg;черный;замш/ондатра;Турция;чорний;замш/ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2269 черный;Жилет женский 2269;Жилет жiночий 2269;11999;16999;M;21613;000000;21613-1;355671_1.jpg,355671_2.jpg,355671_3.jpg;черный;замш/ондатра;Турция;чорний;замш/ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2269 черный;Жилет женский 2269;Жилет жiночий 2269;11999;16999;S;21613;000000;21613-1;355671_1.jpg,355671_2.jpg,355671_3.jpg;черный;замш/ондатра;Турция;чорний;замш/ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2269 черный;Жилет женский 2269;Жилет жiночий 2269;11999;16999;XL;21613;000000;21613-1;355671_1.jpg,355671_2.jpg,355671_3.jpg;черный;замш/ондатра;Турция;чорний;замш/ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 синий;Жилет женский 2277;Жилет жiночий 2277;11999;16999;L;21712;081010;21712-3;495472_1.jpg,495472_2.jpg,495472_3.jpg;синий;ондатра;Турция;синiй;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 синий;Жилет женский 2277;Жилет жiночий 2277;11999;16999;M;21712;081010;21712-3;495472_1.jpg,495472_2.jpg,495472_3.jpg;синий;ондатра;Турция;синiй;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 синий;Жилет женский 2277;Жилет жiночий 2277;11999;16999;S;21712;081010;21712-3;495472_1.jpg,495472_2.jpg,495472_3.jpg;синий;ондатра;Турция;синiй;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 синий;Жилет женский 2277;Жилет жiночий 2277;11999;16999;XL;21712;081010;21712-3;495472_1.jpg,495472_2.jpg,495472_3.jpg;синий;ондатра;Турция;синiй;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 фиолетовый;Жилет женский 2277;Жилет жiночий 2277;11999;16999;L;21712;292439;21712-4;492385_1.jpg,492385_2.jpg,492385_3.jpg;фиолетовый;ондатра;Турция;фіолетовий;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 фиолетовый;Жилет женский 2277;Жилет жiночий 2277;11999;16999;M;21712;292439;21712-4;492385_1.jpg,492385_2.jpg,492385_3.jpg;фиолетовый;ондатра;Турция;фіолетовий;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 фиолетовый;Жилет женский 2277;Жилет жiночий 2277;11999;16999;S;21712;292439;21712-4;492385_1.jpg,492385_2.jpg,492385_3.jpg;фиолетовый;ондатра;Турция;фіолетовий;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 фиолетовый;Жилет женский 2277;Жилет жiночий 2277;11999;16999;XL;21712;292439;21712-4;492385_1.jpg,492385_2.jpg,492385_3.jpg;фиолетовый;ондатра;Турция;фіолетовий;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 черный;Жилет женский 2277;Жилет жiночий 2277;11999;16999;2XL;21712;000000;21712-1;389455_1.jpg,389455_2.jpg,389455_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 черный;Жилет женский 2277;Жилет жiночий 2277;11999;16999;L;21712;000000;21712-1;389455_1.jpg,389455_2.jpg,389455_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 черный;Жилет женский 2277;Жилет жiночий 2277;11999;16999;M;21712;000000;21712-1;389455_1.jpg,389455_2.jpg,389455_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 черный;Жилет женский 2277;Жилет жiночий 2277;11999;16999;S;21712;000000;21712-1;389455_1.jpg,389455_2.jpg,389455_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2277 черный;Жилет женский 2277;Жилет жiночий 2277;11999;16999;XL;21712;000000;21712-1;389455_1.jpg,389455_2.jpg,389455_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2281 черный;Жилет женский 2281;Жилет жiночий 2281;7599;12599;L;21603;000000;21603-1;430192_1.jpg,430192_2.jpg,430192_3.jpg,430192_4.jpg;черный;замш/ондатра;Турция;чорний;замш/ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2281 черный;Жилет женский 2281;Жилет жiночий 2281;7599;12599;M;21603;000000;21603-1;430192_1.jpg,430192_2.jpg,430192_3.jpg,430192_4.jpg;черный;замш/ондатра;Турция;чорний;замш/ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2281 черный;Жилет женский 2281;Жилет жiночий 2281;7599;12599;S;21603;000000;21603-1;430192_1.jpg,430192_2.jpg,430192_3.jpg,430192_4.jpg;черный;замш/ондатра;Турция;чорний;замш/ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2294 черный;Жилет женский 2294;Жилет жiночий 2294;9999;14999;M;21734;000000;21734-1;418868_1.jpg,418868_2.jpg,418868_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2294 черный;Жилет женский 2294;Жилет жiночий 2294;9999;14999;S;21734;000000;21734-1;418868_1.jpg,418868_2.jpg,418868_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2294 черный;Жилет женский 2294;Жилет жiночий 2294;9999;14999;XL;21734;000000;21734-1;418868_1.jpg,418868_2.jpg,418868_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 2294 черный;Жилет женский 2294;Жилет жiночий 2294;9999;14999;XS;21734;000000;21734-1;418868_1.jpg,418868_2.jpg,418868_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 30-14 рыжий;Жилет женский 30-14;Жилет жiночий 30-14;12999;17999;M;22567;b55d18;22567-1;482280_1.jpg,482280_2.jpg,482280_3.jpg;рыжий;лиса;Турция;рудий;лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 30-14 рыжий;Жилет женский 30-14;Жилет жiночий 30-14;12999;17999;XS;22567;b55d18;22567-1;482280_1.jpg,482280_2.jpg,482280_3.jpg;рыжий;лиса;Турция;рудий;лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 3101 тем. пастель;Жилет женский 3101;Жилет жiночий 3101;22999;32999;L;21894;7b696b;21894-2;399025_1.jpg,399025_2.jpg,399025_3.jpg;тем. пастель;норка;Турция;тем. пастель;норка;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 6008 красный черный;Жилет женский 6008;Жилет жiночий 6008;6475;12950;L;21840;8c1810;21840-1;473064_1.jpg,473064_2.jpg,473064_3.jpg;красный черный;рекс;Турция;червоний чорний;рекс;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 6008 красный черный;Жилет женский 6008;Жилет жiночий 6008;6475;12950;M;21840;8c1810;21840-1;473064_1.jpg,473064_2.jpg,473064_3.jpg;красный черный;рекс;Турция;червоний чорний;рекс;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 6008 красный черный;Жилет женский 6008;Жилет жiночий 6008;6475;12950;S;21840;8c1810;21840-1;473064_1.jpg,473064_2.jpg,473064_3.jpg;красный черный;рекс;Турция;червоний чорний;рекс;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 6008 красный черный;Жилет женский 6008;Жилет жiночий 6008;7499.5;14999;XL;21840;8c1810;21840-1;473064_1.jpg,473064_2.jpg,473064_3.jpg;красный черный;рекс;Турция;червоний чорний;рекс;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 60-28 баклажан;Жилет женский 60-28;Жилет жiночий 60-28;10999;15999;S;22573;292431;22573-1;487993_1.jpg,487993_2.jpg,487993_3.jpg;баклажан;песец;Турция;баклажан;песець;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 720/1016 натуральный;Жилет женский 720/1016;Жилет жiночий 720/1016;95999;105999;L;22616;bda294;22616-1;543251_1.jpg,543251_2.jpg,543251_3.jpg;натуральный;рысь;Турция;природний;рысь;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский 720/1016 натуральный;Жилет женский 720/1016;Жилет жiночий 720/1016;95950;105950;XL;22616;bda294;22616-1;543251_1.jpg,543251_2.jpg,543251_3.jpg;натуральный;рысь;Турция;природний;рысь;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский ALISA черный;Жилет женский ALISA;Жилет жiночий ALISA;4999.5;9999;3XL;22460;000000;22460-1;386331_1.jpg,386331_2.jpg,386331_3.jpg;черный;кожа/фрост;Турция;чорний;шкiра/фрост;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский ALISA черный;Жилет женский ALISA;Жилет жiночий ALISA;4999.5;9999;M;22460;000000;22460-1;386331_1.jpg,386331_2.jpg,386331_3.jpg;черный;кожа/фрост;Турция;чорний;шкiра/фрост;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский ALISA черный;Жилет женский ALISA;Жилет жiночий ALISA;4999.5;9999;S;22460;000000;22460-1;386331_1.jpg,386331_2.jpg,386331_3.jpg;черный;кожа/фрост;Турция;чорний;шкiра/фрост;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский ALISA черный;Жилет женский ALISA;Жилет жiночий ALISA;4999.5;9999;XL;22460;000000;22460-1;386331_1.jpg,386331_2.jpg,386331_3.jpg;черный;кожа/фрост;Турция;чорний;шкiра/фрост;Туреччина
Акции/женщины;Жилет женский AT-05 рыжий;Жилет женский AT-05;Жилет жiночий AT-05;5599;10599;46;22176;942021;22176-1;353884_1.jpg,353884_2.jpg,353884_3.jpg;рыжий;лиса;Турция;рудий;лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский AT-06 рыжий;Жилет женский AT-06;Жилет жiночий AT-06;6599;11599;44;22173;6b4931;22173-1;536635_1.jpg,536635_2.jpg,536635_3.jpg;рыжий;лиса;Турция;рудий;лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский AT-06 рыжий;Жилет женский AT-06;Жилет жiночий AT-06;6599;11599;46;22173;6b4931;22173-1;536635_1.jpg,536635_2.jpg,536635_3.jpg;рыжий;лиса;Турция;рудий;лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский AT-06 рыжий;Жилет женский AT-06;Жилет жiночий AT-06;6599;11599;48;22173;6b4931;22173-1;536635_1.jpg,536635_2.jpg,536635_3.jpg;рыжий;лиса;Турция;рудий;лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский AT-06 рыжий;Жилет женский AT-06;Жилет жiночий AT-06;6599;11599;46;22174;b55d18;22174-1;432851_1.jpg,432851_2.jpg,432851_3.jpg;рыжий;кожа/лиса;Турция;рудий;шкiра/лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский AT-06 рыжий;Жилет женский AT-06;Жилет жiночий AT-06;6599;11599;48;22174;b55d18;22174-1;432851_1.jpg,432851_2.jpg,432851_3.jpg;рыжий;кожа/лиса;Турция;рудий;шкiра/лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский AT-06 рыжий;Жилет женский AT-06;Жилет жiночий AT-06;6599;11599;50;22174;b55d18;22174-1;432851_1.jpg,432851_2.jpg,432851_3.jpg;рыжий;кожа/лиса;Турция;рудий;шкiра/лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский AT-17 натуральный;Жилет женский AT-17;Жилет жiночий AT-17;12999;17999;44;22190;94867b;22190-2;493326_1.jpg,493326_2.jpg,493326_3.jpg;натуральный;енот;Турция;природний;енот;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский AT-17 натуральный;Жилет женский AT-17;Жилет жiночий AT-17;12999;17999;46;22190;94867b;22190-2;493326_1.jpg,493326_2.jpg,493326_3.jpg;натуральный;енот;Турция;природний;енот;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский AT-17 натуральный;Жилет женский AT-17;Жилет жiночий AT-17;12999;17999;48;22190;94867b;22190-2;493326_1.jpg,493326_2.jpg,493326_3.jpg;натуральный;енот;Турция;природний;енот;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский AT-19 рыжий;Жилет женский AT-19;Жилет жiночий AT-19;7999;12999;48;22195;b55d18;22195-1;493328_1.jpg,493328_2.jpg,493328_3.jpg;рыжий;лиса;Турция;рудий;лиса;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский BK-1541 серый белый;Жилет женский BK-1541;Жилет жiночий BK-1541;11950;21950;XL;22681;8c8e94;22681-1;536672_1.jpg,536672_2.jpg,536672_3.jpg;серый белый;рекс/песец;Турция;сiрий бiлий;рекс/песець;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский BK-6053 черный рыжий;Жилет женский BK-6053;Жилет жiночий BK-6053;16999;26999;3XL;22680;b55d18;22680-1;536671_1.jpg,536671_2.jpg,536671_3.jpg;черный рыжий;лиса/рекс;Турция;чорний рудий;лиса/рекс;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский F-2189 коричневый;Жилет женский F-2189;Жилет жiночий F-2189;7499.5;14999;M;22462;181418;22462-2;388745_1.jpg,388745_2.jpg,388745_3.jpg;коричневый;рекс;Турция;коричневий;рекс;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский F-2189 коричневый;Жилет женский F-2189;Жилет жiночий F-2189;7499.5;14999;XS;22462;181418;22462-2;388745_1.jpg,388745_2.jpg,388745_3.jpg;коричневый;рекс;Турция;коричневий;рекс;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский GF-06/KPS натуральный;Жилет женский GF-06/KPS;Жилет жiночий GF-06/KPS;11999;16999;M;21874;94969c;21874-1;473072_1.jpg,473072_2.jpg,473072_3.jpg;натуральный;кожа/рекс;Турция;природний;шкiра/рекс;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский GVL-006 рыжий черный;Жилет женский GVL-006;Жилет жiночий GVL-006;4799.5;9599;48;22084;8c5939;22084-1;420692_1.jpg,420692_2.jpg,420692_3.jpg;рыжий черный;лиса/кроль;Турция;рудий чорний;лиса/кроль;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский LILIA рыжий черный;Жилет женский LILIA;Жилет жiночий LILIA;5999.5;11999;48;22530;8c5939;22530-1;458174_1.jpg,458174_2.jpg,458174_3.jpg;рыжий черный;лиса/песец;Турция;рудий чорний;лиса/песець;Туреччина
Акции/женщины;Жилет женский LS-02 серый;Жилет женский LS-02;Жилет жiночий LS-02;2499.5;4999;L;22668;4a556b;22668-3;509869_1.jpg,509869_2.jpg,509869_3.jpg;серый;замш/коза;Турция;сiрий;замш/коза;Туреччина
Акции/женщины;Жилет женский LS-02 серый;Жилет женский LS-02;Жилет жiночий LS-02;2499.5;4999;M;22668;4a556b;22668-3;509869_1.jpg,509869_2.jpg,509869_3.jpg;серый;замш/коза;Турция;сiрий;замш/коза;Туреччина
Акции/женщины;Жилет женский LS-02 серый;Жилет женский LS-02;Жилет жiночий LS-02;2499.5;4999;S;22668;4a556b;22668-3;509869_1.jpg,509869_2.jpg,509869_3.jpg;серый;замш/коза;Турция;сiрий;замш/коза;Туреччина
Акции/женщины;Жилет женский LS-02 серый;Жилет женский LS-02;Жилет жiночий LS-02;2499.5;4999;XL;22668;4a556b;22668-3;509869_1.jpg,509869_2.jpg,509869_3.jpg;серый;замш/коза;Турция;сiрий;замш/коза;Туреччина
Акции/женщины;Жилет женский LS-02 синий;Жилет женский LS-02;Жилет жiночий LS-02;2499.5;4999;2XL;22668;4a4d63;22668-4;509884_1.jpg,509884_2.jpg,509884_3.jpg;синий;замш/коза;Турция;синiй;замш/коза;Туреччина
Акции/женщины;Жилет женский LS-02 синий;Жилет женский LS-02;Жилет жiночий LS-02;2499.5;4999;3XL;22668;4a4d63;22668-4;509884_1.jpg,509884_2.jpg,509884_3.jpg;синий;замш/коза;Турция;синiй;замш/коза;Туреччина
Акции/женщины;Жилет женский LS-02 синий;Жилет женский LS-02;Жилет жiночий LS-02;2499.5;4999;4XL;22668;4a4d63;22668-4;509884_1.jpg,509884_2.jpg,509884_3.jpg;синий;замш/коза;Турция;синiй;замш/коза;Туреччина
Акции/женщины;Жилет женский LS-02 синий;Жилет женский LS-02;Жилет жiночий LS-02;2499.5;4999;S;22668;4a4d63;22668-4;509884_1.jpg,509884_2.jpg,509884_3.jpg;синий;замш/коза;Турция;синiй;замш/коза;Туреччина
Акции/женщины;Жилет женский LS-02 синий;Жилет женский LS-02;Жилет жiночий LS-02;2499.5;4999;XL;22668;4a4d63;22668-4;509884_1.jpg,509884_2.jpg,509884_3.jpg;синий;замш/коза;Турция;синiй;замш/коза;Туреччина
Акции/женщины;Жилет женский LS-02 синий;Жилет женский LS-02;Жилет жiночий LS-02;2499.5;4999;XS;22668;4a4d63;22668-4;509884_1.jpg,509884_2.jpg,509884_3.jpg;синий;замш/коза;Турция;синiй;замш/коза;Туреччина
Акции/женщины;Жилет женский LS-1 черный;Жилет женский LS-1;Жилет жiночий LS-1;2499.5;4999;L;22671;000000;22671-1;509843_1.jpg,509843_2.jpg,509843_3.jpg;черный;замш/пони/коза;Турция;чорний;замш/пони/коза;Туреччина
Акции/женщины;Жилет женский LS-1 черный;Жилет женский LS-1;Жилет жiночий LS-1;2499.5;4999;M;22671;000000;22671-1;509843_1.jpg,509843_2.jpg,509843_3.jpg;черный;замш/пони/коза;Турция;чорний;замш/пони/коза;Туреччина
Акции/женщины;Жилет женский LS-1 черный;Жилет женский LS-1;Жилет жiночий LS-1;2499.5;4999;S;22671;000000;22671-1;509843_1.jpg,509843_2.jpg,509843_3.jpg;черный;замш/пони/коза;Турция;чорний;замш/пони/коза;Туреччина
Акции/женщины;Жилет женский LS-1 черный;Жилет женский LS-1;Жилет жiночий LS-1;2499.5;4999;XS;22671;000000;22671-1;509843_1.jpg,509843_2.jpg,509843_3.jpg;черный;замш/пони/коза;Турция;чорний;замш/пони/коза;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский NN-1 черный;Жилет женский NN-1;Жилет жiночий NN-1;8999;13999;36;22600;000000;22600-1;434670_1.jpg,434670_2.jpg,434670_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский NN-1 черный;Жилет женский NN-1;Жилет жiночий NN-1;8999;13999;38;22600;000000;22600-1;434670_1.jpg,434670_2.jpg,434670_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский NN-1 черный;Жилет женский NN-1;Жилет жiночий NN-1;8999;13999;40;22600;000000;22600-1;434670_1.jpg,434670_2.jpg,434670_3.jpg;черный;ондатра;Турция;чорний;ондатра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский RD-CH серый;Жилет женский RD-CH;Жилет жiночий RD-CH;95999;105999;S;22683;635d63;22683-1;543243_1.jpg,543243_2.jpg,543243_3.jpg;серый;шиншилла;Турция;сiрий;шиншилла;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский TAFFI разноцветный;Жилет женский TAFFI;Жилет жiночий TAFFI;2999.5;5999;44;22532;ad9a9c;22532-1;498956_1.jpg,498956_2.jpg,498956_3.jpg,498956_4.jpg;разноцветный;песец;Турция;рiзнокольоровий;песець;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский TAFFI разноцветный;Жилет женский TAFFI;Жилет жiночий TAFFI;2999.5;5999;46;22532;ad9a9c;22532-1;498956_1.jpg,498956_2.jpg,498956_3.jpg,498956_4.jpg;разноцветный;песец;Турция;рiзнокольоровий;песець;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский VERONA серый;Жилет женский VERONA;Жилет жiночий VERONA;6999.5;13999;48;22031;848694;22031-1;495552_1.jpg,495552_2.jpg,495552_3.jpg;серый;чернобурка/шерсть;Турция;сiрий;чорнобурка/вовна;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский VERONA/2 бирюза;Жилет женский VERONA/2;Жилет жiночий VERONA/2;6999.5;13999;44;22131;3992c6;22131-1;495450_1.jpg,495450_2.jpg,495450_3.jpg;бирюза;шерсть/чернобурка;Турция;бiрюза;вовна/чорнобурка;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский VERONA/2 бирюза;Жилет женский VERONA/2;Жилет жiночий VERONA/2;6999.5;13999;46;22131;3992c6;22131-1;495450_1.jpg,495450_2.jpg,495450_3.jpg;бирюза;шерсть/чернобурка;Турция;бiрюза;вовна/чорнобурка;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский VERONA/2 бирюза;Жилет женский VERONA/2;Жилет жiночий VERONA/2;6999.5;13999;48;22131;3992c6;22131-1;495450_1.jpg,495450_2.jpg,495450_3.jpg;бирюза;шерсть/чернобурка;Турция;бiрюза;вовна/чорнобурка;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский VERONA/2 бирюза;Жилет женский VERONA/2;Жилет жiночий VERONA/2;6999.5;13999;50;22131;3992c6;22131-1;495450_1.jpg,495450_2.jpg,495450_3.jpg;бирюза;шерсть/чернобурка;Турция;бiрюза;вовна/чорнобурка;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский VERONA/K фиолетовый;Жилет женский VERONA/K;Жилет жiночий VERONA/K;6499.5;12999;44/50;22125;635d63;22125-1;495545_1.jpg,495545_2.jpg,495545_3.jpg;фиолетовый;чернобурка/шерсть;Турция;фіолетовий;чорнобурка/вовна;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский VERONA/K фиолетовый;Жилет женский VERONA/K;Жилет жiночий VERONA/K;6499.5;12999;46-48;22125;635d63;22125-1;495545_1.jpg,495545_2.jpg,495545_3.jpg;фиолетовый;чернобурка/шерсть;Турция;фіолетовий;чорнобурка/вовна;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский VERONA/K фиолетовый;Жилет женский VERONA/K;Жилет жiночий VERONA/K;6499.5;12999;48;22125;635d63;22125-1;495545_1.jpg,495545_2.jpg,495545_3.jpg;фиолетовый;чернобурка/шерсть;Турция;фіолетовий;чорнобурка/вовна;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский VERONA/K фиолетовый;Жилет женский VERONA/K;Жилет жiночий VERONA/K;6499.5;12999;50;22125;635d63;22125-1;495545_1.jpg,495545_2.jpg,495545_3.jpg;фиолетовый;чернобурка/шерсть;Турция;фіолетовий;чорнобурка/вовна;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский VN-1201 бордовый;Жилет женский VN-1201;Жилет жiночий VN-1201;5999;10999;48;22144;292c31;22144-1;536622_1.jpg,536622_2.jpg,536622_3.jpg;бордовый;нутрия/рекс/чернобурка;Турция;бордовий;нутрия/рекс/чорнобурка;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский W-002 синий;Жилет женский W-002;Жилет жiночий W-002;8499.5;16999;M;21880;29385a;21880-1;481510_1.jpg,481510_2.jpg,481510_3.jpg;синий;чернобурка/кожа;Турция;синiй;чорнобурка/шкiра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский W-036 натуральный;Жилет женский W-036;Жилет жiночий W-036;11999;16999;M;22649;a5aabd;22649-1;505433_1.jpg,505433_2.jpg,505433_3.jpg,505433_4.jpg;натуральный;чернобурка/кожа;Турция;природний;чорнобурка/шкiра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский W-043 рыжий;Жилет женский W-043;Жилет жiночий W-043;11999;16999;S;22648;b55d18;22648-2;505431_1.jpg,505431_2.jpg,505431_3.jpg,505431_4.jpg;рыжий;чернобурка/кожа;Турция;рудий;чорнобурка/шкiра;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский Y-28 kahve;Жилет женский Y-28;Жилет жiночий Y-28;29999;39999;L;21380;6b4939;21380-1;543300_1.jpg,543300_2.jpg,543300_3.jpg;KAHVE;норка/довяз;Турция;кавовий;норка/дов'яз;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский Y-28 kahve;Жилет женский Y-28;Жилет жiночий Y-28;29950;39950;M;22682;6b4939;22682-1;543203_1.jpg,543203_2.jpg,543203_3.jpg;KAHVE;норка/довяз;Турция;кавовий;норка/дов'яз;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский YELEK kahve;Жилет женский YELEK;Жилет жiночий YELEK;2499.5;4999;4XL;22208;392821;22208-1;509460_1.jpg,509460_2.jpg,509460_3.jpg;KAHVE;замш/пони/коза/принт;Турция;кавовий;замш/пони/коза/принт;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский YELEK kahve;Жилет женский YELEK;Жилет жiночий YELEK;2499.5;4999;L;22208;392821;22208-1;509460_1.jpg,509460_2.jpg,509460_3.jpg;KAHVE;замш/пони/коза/принт;Турция;кавовий;замш/пони/коза/принт;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский YELEK kahve;Жилет женский YELEK;Жилет жiночий YELEK;2499.5;4999;M;22208;392821;22208-1;509460_1.jpg,509460_2.jpg,509460_3.jpg;KAHVE;замш/пони/коза/принт;Турция;кавовий;замш/пони/коза/принт;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский YELEK kahve;Жилет женский YELEK;Жилет жiночий YELEK;2499.5;4999;XL;22208;392821;22208-1;509460_1.jpg,509460_2.jpg,509460_3.jpg;KAHVE;замш/пони/коза/принт;Турция;кавовий;замш/пони/коза/принт;Туреччина
Женское/Верхняя одежда/меховые жилеты;Жилет женский Элла рыжий;Жилет женский Элла;Жилет жiночий Элла;6499.5;12999;44;22522;b55d18;22522-1;479014_1.jpg,479014_2.jpg,479014_3.jpg;рыжий;лиса;Турция;рудий;лиса;Туреччина
